,age,class_of_worker,detailed_industry_recode,detailed_occupation_recode,education,wage_per_hour,enroll_in_edu_inst_last_wk,marital_stat,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_stat,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code_change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veteran's_admin,veterans_benefits,weeks_worked_in_year,year,income_gt_50k,dataset_partition
495,66,private,9,33,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,precision_production_craft_&_repair,asian_or_pacific_islander,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_65+,not_in_universe,not_in_universe,householder,householder,1658.66,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
496,6,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2347.22,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
497,47,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,3193.33,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
498,19,private,37,42,9,0,not_in_universe,never_married,business_and_repair_services,handlers_equip_cleaners_etc,asian_or_pacific_islander,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,other_rel_18+_never_marr_not_in_subfamily,other_relative_of_householder,522.82,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,south_korea,south_korea,south_korea,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,30,2,0,training_set
499,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2986.78,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
500,60,not_in_universe,0,0,10,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,14,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1903.28,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
501,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1545.89,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
502,37,state_government,43,7,15,0,not_in_universe,married-civilian_spouse_present,education,professional_specialty,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,8259.49,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,1,training_set
503,50,local_government,47,28,9,0,not_in_universe,married-civilian_spouse_present,public_administration,protective_services,white,all_other,male,not_in_universe,re-entrant,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2861.53,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
504,67,not_in_universe,0,0,6,0,not_in_universe,divorced,not_in_universe_or_children,not_in_universe,white,mexican-american,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1299.35,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,6,2,0,training_set
505,35,private,37,30,10,0,not_in_universe,married-civilian_spouse_present,business_and_repair_services,other_service,black,all_other,female,not_in_universe,other_job_loser,unemployed_full-time,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,868.8,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,20,2,0,training_set
506,43,state_government,41,29,10,687,not_in_universe,never_married,hospital_services,other_service,white,all_other,female,yes,not_in_universe,children_or_armed_forces,0,0,12,single,not_in_universe,not_in_universe,nonfamily_householder,householder,2534.85,nonmover,nonmover,nonmover,yes,not_in_universe,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,1,0,training_set
507,51,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,371.65,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
508,57,private,30,4,9,0,not_in_universe,married-civilian_spouse_present,communications,professional_specialty,black,central_or_south_american,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1356.9,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
509,24,private,4,34,7,0,not_in_universe,married-civilian_spouse_present,construction,precision_production_craft_&_repair,white,central_or_south_american,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,child_18+_ever_marr_rp_of_subfamily,child_18_or_older,1596.64,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,el-salvador,el-salvador,el-salvador,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,52,2,0,training_set
510,58,private,40,19,10,0,not_in_universe,married-civilian_spouse_present,entertainment,sales,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,west,california,spouse_of_householder,spouse_of_householder,1103.42,msa_to_nonmsa,different_division_same_region,different_state_in_west,no,yes,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,30,1,0,training_set
511,31,private,4,34,9,0,not_in_universe,married-civilian_spouse_present,construction,precision_production_craft_&_repair,white,all_other,male,not_in_universe,not_in_universe,pt_for_non-econ_reasons_usually_ft,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,448.94,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,40,2,0,training_set
512,75,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,2044.67,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
513,10,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,other_spanish,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1389.59,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
514,80,not_in_universe,0,0,6,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,2149,0,joint_both_65+,not_in_universe,not_in_universe,householder,householder,2210.4,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,germany,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
515,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1367.07,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
516,36,private,33,41,9,0,not_in_universe,married-civilian_spouse_present,retail_trade,handlers_equip_cleaners_etc,white,all_other,female,not_in_universe,job_leaver,unemployed_part-_time,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2583.5,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
517,64,not_in_universe,0,0,7,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,central_or_south_american,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,754.97,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,el-salvador,el-salvador,el-salvador,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,0,2,0,training_set
518,15,not_in_universe,0,0,5,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,245.3,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
519,16,not_in_universe,0,0,6,0,high_school,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1978.0,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
520,43,private,32,2,13,0,not_in_universe,married-civilian_spouse_present,wholesale_trade,executive_admin_and_managerial,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,505.07,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
521,34,federal_government,29,25,10,1977,not_in_universe,divorced,transportation,adm_support_including_clerical,white,mexican-american,female,yes,not_in_universe,children_or_armed_forces,2202,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1190.82,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,mexico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
522,60,local_government,43,29,7,0,not_in_universe,divorced,education,other_service,black,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,3374.33,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
523,0,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1051.83,not_in_universe,not_in_universe,not_in_universe,not_in_universe_under_1_year_old,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
524,21,private,41,13,11,1000,college_or_university,never_married,hospital_services,technicians_and_related_support,white,all_other,female,no,not_in_universe,pt_for_non-econ_reasons_usually_ft,0,0,0,head_of_household,not_in_universe,not_in_universe,child_18+_never_marr_rp_of_subfamily,child_18_or_older,2225.59,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
